101,5266644.338,312107.963,0.000,FIND
102,5266620.873,312089.271,0.000,FIND
0106001,5267179.000,313030.307,158.896,26624-CKS
0106010,5266644.175,312097.596,170.269,DE DE20 DE1
0106012,5266645.597,312095.702,170.247,DE DE11
0106013,5266646.123,312096.158,169.709,ST
0106015,5266645.749,312098.807,169.535,DE1
0106016,5266647.107,312096.956,169.437,DE1 DE11
0106017,5266643.122,312096.838,170.168,BL101
0106018,5266644.527,312094.991,170.831,BL10
0106019,5266644.531,312094.858,170.789,BL11
0106020,5266642.986,312096.861,170.760,BL11
0106021,5266644.157,312098.644,168.894,ST1 ST11
0106022,5266645.217,312099.431,168.856,ST1
0106025,5266639.249,312100.827,168.986,BL12
0106026,5266639.082,312100.809,168.976,BL13
0106027,5266632.837,312096.848,169.910,DW1 DW110
0106028,5266630.850,312094.341,169.778,BL14
0106029,5266630.902,312094.172,169.774,BL12
0106030,5266630.226,312096.036,169.745,FE
0106031,5266631.279,312094.539,169.645,FE1
0106032,5266630.064,312096.048,169.741,FE1
0106033,5266630.694,312087.858,170.207,DE2 DE21
0106034,5266630.543,312086.805,170.314,DE2
0106035,5266631.848,312085.175,170.329,DE2
0106036,5266632.174,312079.263,170.540,PP SL OHW OHW1
0106037,5266630.895,312077.822,170.526,FE2 FE3
0106038,5266633.138,312078.331,171.247,OHW
0106039,5266634.794,312082.736,170.372,ST2 ST21
0106040,5266635.673,312083.431,169.635,ST2
0106041,5266632.776,312085.085,170.199,DE2
0106042,5266633.698,312085.830,171.426,DE2
0106043,5266635.658,312083.309,170.112,DE2
0106044,5266638.850,312084.071,169.291,FE3
0106046,5266638.227,312084.972,170.088,BL14
0106047,5266638.143,312085.023,170.057,BL15
0106048,5266638.433,312085.197,170.153,SL
0106049,5266623.115,312090.796,170.045,OHW1
0106050,5266621.304,312088.957,170.275,FE FE2
0106051,5266638.485,312101.393,168.930,DW1
0106053,5266648.174,312104.229,168.452,SW
0106054,5266648.033,312106.897,168.220,EP EP1
0106055,5266659.254,312109.589,168.284,EP-OS
0106056,5266659.177,312092.808,168.430,EP1
0106057,5266646.426,312091.668,169.836,BL15
0106059,5266637.526,312120.142,168.069,EP
0106060,5266644.341,312107.888,168.425,PNF
0106061,5266620.889,312089.346,169.996,PNF
0106062,5266630.397,312077.321,170.307,FIP DOYLE-2025
0106063,5266639.862,312065.372,170.490,FIP
0106064,5266649.423,312053.505,171.389,FIP
0106065,5266653.009,312048.934,171.925,FIP
0106066,5266653.809,312096.104,168.520,FIP
0106068,5266639.390,312083.341,169.012,DW11
0106069,5266646.081,312088.679,169.014,DW11
0106070,5266648.440,312091.486,168.861,DW10 DW12
0106071,5266654.056,312095.899,168.520,DW12
0106072,5266644.106,312107.078,168.448,DW2 DW102
0106073,5266634.800,312119.833,168.143,FIP
0106074,5266620.895,312089.262,169.962,PIP
0106075,5266644.328,312107.954,168.384,PIP
0106076,5266582.638,311992.834,176.895,PNF
0106077,5266554.647,312028.117,174.895,BUZZ
0106444,5266634.002,312090.341,170.207,DE21
0106445,5266638.068,312085.182,170.112,DE2
0106446,5266632.873,312085.164,170.372,ST21
0106447,5266637.977,312085.112,170.112,FE3
0106448,5266642.561,312096.390,,BL13 BL101
0106450,5266646.476,312091.467,169.912,BL16
0106451,5266644.020,312094.585,,BL10 BL16
0106452,5266644.507,312094.884,170.247,DE
0106453,5266643.085,312096.778,170.269,DE20
0106454,5266642.561,312096.390,,DW
0106455,5266645.722,312098.879,,DW69
0106456,5266649.815,312102.103,,DW69
0106457,5266645.706,312098.773,168.856,ST1
0106458,5266644.715,312098.012,,ST
0106459,5266644.645,312097.986,168.894,ST11
0106460,5266644.624,312098.015,,DW
0106461,5266637.889,312102.123,0.000,DW1 DW2
0106462,5266633.380,312096.148,169.540,DW110
0106463,5266645.196,312107.937,,DW102
